"Permanent & long-term migration by EVERY country of residence and citizenship (Monthly)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Arrivals","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
" ","OCEANIA","Antarctica","Samoa, American","Australia","Cocos (Keeling) Islands","Cook Islands","Christmas Island","Fiji","Micronesia, Federated States of","Guam","Kiribati","Marshall Islands","Northern Mariana Islands","New Caledonia","Norfolk Island","Nauru","Niue","New Zealand","French Polynesia","Papua New Guinea","Pitcairn","Palau","Solomon Islands","French Southern Territories","Tokelau","Tonga","Tuvalu","Vanuatu","Wallis and Futuna","Samoa","ASIA","Afghanistan","Armenia","Azerbaijan","Bangladesh","Brunei Darussalam","Bhutan","China, People's Republic of","Georgia","Hong Kong (Special Administrative Region)","Indonesia","India","Japan","Kyrgyzstan","Cambodia","Korea, Democratic People's Republic of","Korea, Republic of","Kazakhstan","Laos","Sri Lanka","Burma (Myanmar)","Mongolia","Macau (Special Administrative Region)","Maldives","Malaysia","Nepal","Philippines","Pakistan","Singapore","Thailand","Tajikistan","Timor-Leste","Turkmenistan","Taiwan","Uzbekistan","Viet Nam","EUROPE","Andorra","Albania","Austria","Bosnia and Herzegovina","Belgium","Bulgaria","Belarus","Switzerland","Czechoslovakia","Cyprus","Czech Republic","Germany, Democratic Republic of","Germany","Denmark","Estonia","Spain","Finland","Faeroe Islands","France","United Kingdom","Gibraltar","Greenland","Greece","Croatia","Hungary","Ireland","Iceland","Italy","Kosovo","Liechtenstein","Lithuania","Luxembourg","Latvia","Monaco","Moldova","Montenegro","Former Yugoslav Republic of Macedonia (FYROM)","Malta","Netherlands","Norway","Poland","Portugal","Romania","Serbia","Russia","Sweden","Slovenia","Slovakia","San Marino","Union of Soviet Socialist Republics","Ukraine","Vatican City State","Yugoslavia/Serbia and Montenegro","AMERICAS","Antigua and Barbuda","Anguilla","Netherlands Antilles","Argentina","Aruba","Barbados","Bermuda","Bolivia","Brazil","Bahamas","Belize","Canada","Chile","Colombia","Costa Rica","Cuba","Curacao","Dominica","Dominican Republic","Ecuador","Falkland Islands","Grenada","French Guiana","Guadeloupe","South Georgia and the South Sandwich Islands","Guatemala","Guyana","Honduras","Haiti","Jamaica","St Kitts and Nevis","Cayman Islands","St Lucia","Martinique","Montserrat","Mexico","Nicaragua","Panama","Peru","St Pierre and Miquelon","Puerto Rico","Paraguay","Suriname","El Salvador","St Maarten (Dutch Part)","Turks and Caicos Islands","Trinidad and Tobago","United States Minor Outlying Islands","United States of America","Uruguay","St Vincent and the Grenadines","Venezuela","Virgin Islands, British","Virgin Islands, United States","AFRICA AND THE MIDDLE EAST","United Arab Emirates","Angola","Burkina Faso","Bahrain","Burundi","Benin","Botswana","Congo, the Democratic Republic of the","Central African Republic","Congo","Cote d'Ivoire","Cameroon","Cabo Verde","Djibouti","Algeria","Egypt","Western Sahara","Eritrea","Ethiopia","Gabon","Ghana","Gambia","Guinea","Equatorial Guinea","Guinea-Bissau","Israel","British Indian Ocean Territory","Iraq","Iran","Jordan","Kenya","Comoros","Kuwait","Lebanon","Liberia","Lesotho","Libya","Morocco","Madagascar","Mali","Mauritania","Mauritius","Malawi","Mozambique","Namibia","Niger","Nigeria","Oman","Gaza Strip/Palestine/West Bank","Qatar","Reunion","Rwanda","Saudi Arabia","Seychelles","Sudan","St Helena","Sierra Leone","Senegal","Somalia","South Sudan","Sao Tome and Principe","Syria","Swaziland","Chad","Togo","Tunisia","Turkey","Tanzania","Uganda","Yemen, Democratic","Yemen","Mayotte","South Africa","Zambia","Zimbabwe","NOT STATED","TOTAL ALL COUNTRIES OF RESIDENCE"
" ","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS","TOTAL ALL CITIZENSHIPS"
"2000M01",1926,1,2,1248,0,49,0,244,0,0,9,3,0,4,3,3,8,0,2,53,1,0,50,0,7,105,0,19,0,115,2235,0,0,0,15,30,1,700,0,133,70,156,542,0,10,0,150,1,0,61,0,0,1,4,95,4,37,10,39,82,0,0,0,81,0,13,1642,0,0,5,0,9,0,0,38,0,1,2,0,75,23,1,7,20,0,30,1273,0,2,0,3,2,27,0,5,0,0,0,5,0,0,0,0,0,0,28,16,2,0,1,0,16,35,2,8,0,0,3,0,3,533,0,0,0,24,0,3,2,5,69,1,0,120,14,13,13,0,0,0,0,1,2,0,0,0,0,1,0,0,0,2,0,2,0,0,0,3,0,0,1,0,0,11,0,0,0,0,0,0,243,2,0,1,0,0,491,33,0,0,3,0,0,4,0,0,0,0,0,0,0,0,8,0,0,9,1,0,0,0,0,0,29,0,6,5,0,2,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,2,0,0,1,0,0,12,0,0,0,0,0,1,0,0,1,0,0,0,0,4,1,1,0,0,0,337,7,17,126,6953
"2000M02",1514,0,11,866,0,46,0,195,1,0,13,2,1,0,6,2,14,0,9,37,0,0,34,0,1,64,20,14,0,178,2093,12,0,0,21,22,1,625,0,89,53,211,290,2,24,0,105,0,0,56,0,2,3,10,279,6,44,26,69,47,1,0,0,87,0,8,1220,0,0,0,1,6,4,0,15,0,1,0,0,41,10,1,2,2,0,19,961,0,0,3,2,3,26,6,6,0,0,0,2,2,0,0,0,0,0,32,19,1,0,6,0,16,24,0,0,0,0,9,0,0,276,0,0,0,4,0,1,1,3,8,0,1,70,12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,167,0,0,2,0,0,476,9,0,0,2,0,0,3,0,0,0,0,0,0,0,0,10,0,0,1,0,2,0,0,0,0,8,0,13,2,4,119,0,0,1,0,1,0,0,0,0,0,4,1,1,0,0,3,5,1,1,0,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,3,3,0,0,0,0,260,1,5,179,5758
"2000M03",1148,0,3,844,0,29,0,111,0,0,4,0,0,1,2,0,5,0,3,9,0,0,1,0,3,40,1,2,0,90,1359,0,0,0,23,0,0,421,0,48,25,168,269,0,39,0,89,0,1,39,0,0,2,0,32,1,47,13,41,41,0,0,0,48,0,12,995,1,14,7,2,0,0,0,6,0,0,1,0,26,3,0,5,2,0,15,807,0,0,2,10,0,19,4,2,0,0,2,0,4,0,0,0,1,6,21,0,0,0,6,0,18,1,0,0,0,0,0,0,10,195,0,0,0,2,0,0,1,5,1,0,0,36,5,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,132,5,0,0,0,0,351,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,20,0,2,0,0,0,0,3,0,31,1,15,8,0,4,4,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,10,0,0,0,0,0,18,0,0,0,0,0,0,0,4,2,0,0,6,0,191,0,6,113,4161
"2000M04",1200,0,4,912,0,15,0,111,0,6,3,0,1,3,1,1,11,0,1,9,0,0,10,0,8,22,0,5,0,77,1804,2,0,0,23,5,0,442,0,59,20,160,706,0,26,0,59,0,0,38,4,0,3,1,43,0,65,8,36,59,0,0,0,33,0,12,927,0,6,1,0,4,2,1,6,0,1,0,0,25,5,0,1,4,0,23,736,0,0,7,1,0,35,0,2,0,0,0,0,0,0,0,0,3,0,20,0,3,1,6,0,12,7,0,0,0,0,2,0,13,231,0,0,0,1,0,0,4,0,0,0,0,54,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,164,1,0,0,0,0,348,28,0,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,3,0,0,0,3,0,10,0,18,2,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0,0,10,0,0,0,0,16,3,32,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,0,0,182,6,15,125,4635
"2000M05",998,0,13,708,0,26,0,139,0,1,1,0,0,0,3,0,10,0,0,0,0,0,3,0,0,21,1,1,0,71,1206,0,0,0,7,0,0,348,0,43,27,170,274,0,58,0,55,0,1,29,0,0,1,0,39,0,56,5,38,17,0,0,0,25,0,13,895,1,0,2,0,1,2,0,13,0,0,1,0,9,6,0,2,2,0,7,755,0,0,2,1,0,20,0,2,0,0,0,0,0,0,0,0,3,0,22,2,0,0,9,0,15,4,0,0,0,0,1,0,13,199,0,0,0,0,1,0,0,0,2,0,0,35,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,2,0,153,0,1,0,0,0,377,25,0,0,0,0,0,5,0,0,0,0,0,0,0,0,4,0,0,41,0,0,0,0,0,0,8,0,23,1,29,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,0,6,0,2,0,0,0,50,0,0,1,0,0,0,0,1,1,0,0,0,0,156,0,13,92,3767
"2000M06",1019,0,5,712,0,10,0,106,0,0,1,0,0,3,1,0,1,0,5,3,0,0,36,0,4,28,4,7,0,93,1340,0,0,3,18,8,1,362,0,66,27,216,274,0,17,0,52,3,1,24,7,0,1,0,42,2,57,25,58,14,0,0,0,46,0,16,946,1,1,3,0,1,0,6,11,0,0,0,0,18,1,0,2,6,0,11,749,1,0,2,0,8,41,0,7,0,0,0,0,0,0,0,0,5,0,24,3,1,2,6,0,19,13,0,0,0,0,0,0,4,348,0,0,0,0,0,3,0,0,0,0,0,58,7,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,1,0,264,0,0,0,0,0,302,24,0,6,1,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,5,10,15,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,4,1,0,0,1,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,153,1,45,143,4098
"2000M07",1114,0,1,783,0,18,0,164,0,0,0,0,0,4,1,0,3,0,1,23,0,0,5,0,2,29,0,4,0,76,2207,0,0,0,4,5,0,602,0,101,55,307,368,0,17,0,115,2,0,64,0,0,2,8,96,5,54,59,45,193,1,0,0,90,0,14,1264,0,0,6,0,7,0,4,33,0,0,5,0,113,19,0,3,16,1,36,824,0,0,2,7,7,36,0,4,0,0,0,0,0,0,0,0,7,5,23,26,2,1,12,0,20,37,2,0,0,0,1,0,5,383,0,0,0,6,0,0,0,1,17,0,0,91,1,1,1,0,0,0,1,2,1,0,0,0,0,0,0,2,3,0,0,0,0,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,247,3,0,2,0,0,411,33,0,0,2,0,0,0,0,0,0,0,1,0,0,0,13,0,0,0,0,1,0,0,0,0,0,0,19,12,5,1,0,10,0,0,0,0,0,0,0,0,0,1,1,2,0,2,5,0,4,0,0,30,2,1,0,2,0,4,0,0,0,1,0,0,3,5,3,0,0,1,0,224,1,22,190,5569
"2000M08",1109,0,2,702,0,20,0,156,0,0,3,1,0,0,1,0,1,0,4,0,1,0,2,0,3,29,0,1,0,183,1209,0,2,0,10,2,0,438,0,45,29,196,174,0,14,0,89,1,0,22,0,0,0,1,13,0,36,30,26,22,0,0,0,41,3,15,1365,0,0,7,1,15,0,0,21,0,0,0,0,35,12,0,6,0,0,14,1083,0,0,0,1,9,32,0,10,0,0,0,0,0,0,3,0,3,0,43,1,9,0,3,0,24,14,0,0,0,0,11,0,8,348,0,0,0,3,0,2,0,0,5,0,0,81,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,3,0,0,370,40,0,0,5,0,0,1,0,0,0,5,0,0,0,0,2,0,0,8,0,0,0,0,0,0,4,0,12,1,8,2,0,1,5,0,0,9,0,0,0,0,0,0,0,4,0,2,0,0,8,0,0,8,0,0,0,0,0,8,0,0,4,0,0,0,1,9,1,1,0,3,0,179,0,39,237,4638
